Latitude,Longitude
37.976883,23.768536
37.976883,23.774536
37.976883,23.780536
37.976883,23.786536
37.972383,23.672536
37.972383,23.678536
37.972383,23.684536
37.972383,23.690536
37.972383,23.696536000000002
37.972383,23.702536000000002
37.972383,23.708536000000002
37.972383,23.714536000000003
37.972383,23.720536
37.972383,23.726536
37.972383,23.732536
37.972383,23.738536
37.972383,23.744536
37.972383,23.750536
37.972383,23.756536
37.972383,23.762536
37.972383,23.768536
37.972383,23.774536
37.972383,23.780536
37.972383,23.786536
37.967883,23.672536
37.967883,23.678536
37.967883,23.684536
37.967883,23.690536
37.967883,23.696536000000002
37.967883,23.702536000000002
37.967883,23.708536000000002
37.967883,23.714536000000003
37.967883,23.720536
37.967883,23.726536
37.967883,23.732536
37.967883,23.738536
37.967883,23.744536
37.967883,23.750536
37.967883,23.756536
37.967883,23.762536
37.967883,23.768536
37.967883,23.774536
37.967883,23.780536
37.967883,23.786536
37.963383,23.672536
37.963383,23.678536
37.963383,23.684536
37.963383,23.690536
37.963383,23.696536000000002
37.963383,23.702536000000002
37.963383,23.708536000000002
37.963383,23.714536000000003
37.963383,23.720536
37.963383,23.726536
37.963383,23.732536
37.963383,23.738536
37.963383,23.744536
37.963383,23.750536
37.963383,23.756536
37.963383,23.762536
37.963383,23.768536
37.963383,23.774536
37.963383,23.780536
37.963383,23.786536
37.958883,23.672536
37.958883,23.678536
37.958883,23.684536
37.958883,23.690536
37.958883,23.696536000000002
37.958883,23.702536000000002
37.958883,23.708536000000002
37.958883,23.714536000000003
37.958883,23.720536
37.958883,23.726536
37.958883,23.732536
37.958883,23.738536
37.958883,23.744536
37.958883,23.750536
37.958883,23.756536
37.958883,23.762536
37.958883,23.768536
37.958883,23.774536
37.958883,23.780536
37.958883,23.786536
37.954383,23.672536
37.954383,23.678536
37.954383,23.684536
37.954383,23.690536
37.954383,23.696536000000002
37.954383,23.702536000000002
37.954383,23.708536000000002
37.954383,23.714536000000003
37.954383,23.720536
37.954383,23.726536
37.954383,23.732536
37.954383,23.738536
37.954383,23.744536
37.954383,23.750536
37.954383,23.756536
37.954383,23.762536
37.954383,23.768536
37.954383,23.774536
37.954383,23.780536
37.954383,23.786536
37.949883,23.672536
37.949883,23.678536
37.949883,23.684536
37.949883,23.690536
37.949883,23.696536000000002
37.949883,23.702536000000002
37.949883,23.708536000000002
37.949883,23.714536000000003
37.949883,23.720536
37.949883,23.726536
37.949883,23.732536
37.949883,23.738536
37.949883,23.744536
37.949883,23.750536
37.949883,23.756536
37.949883,23.762536
37.949883,23.768536
37.949883,23.774536
37.949883,23.780536
37.949883,23.786536
37.945383,23.672536
37.945383,23.678536
37.945383,23.684536
37.945383,23.690536
37.945383,23.696536000000002
37.945383,23.702536000000002
37.945383,23.708536000000002
37.945383,23.714536000000003
37.945383,23.720536
37.945383,23.726536
37.945383,23.732536
37.945383,23.738536
37.945383,23.744536
37.945383,23.750536
37.945383,23.756536
37.945383,23.762536
37.945383,23.768536
37.945383,23.774536
37.945383,23.780536
37.945383,23.786536
37.940883,23.672536
37.940883,23.678536
37.940883,23.684536
37.940883,23.690536
37.940883,23.696536000000002
37.940883,23.702536000000002
37.940883,23.708536000000002
37.940883,23.714536000000003
37.940883,23.720536
37.940883,23.726536
37.940883,23.732536
37.940883,23.738536
37.940883,23.744536
37.940883,23.750536
37.940883,23.756536
37.940883,23.762536
37.940883,23.768536
37.940883,23.774536
37.940883,23.780536
37.940883,23.786536
37.936383,23.672536
37.936383,23.678536
37.936383,23.684536
37.936383,23.690536
37.936383,23.696536000000002
37.936383,23.702536000000002
37.936383,23.708536000000002
37.936383,23.714536000000003
37.936383,23.720536
37.936383,23.726536
37.936383,23.732536
37.936383,23.738536
37.936383,23.744536
37.936383,23.750536
37.936383,23.756536
37.936383,23.762536
37.936383,23.768536
37.936383,23.774536
37.936383,23.780536
37.936383,23.786536
37.931883,23.672536
37.931883,23.678536
37.931883,23.684536
37.931883,23.690536
37.931883,23.696536000000002
37.931883,23.702536000000002
37.931883,23.708536000000002
37.931883,23.714536000000003
37.931883,23.720536
37.931883,23.726536
37.931883,23.732536
37.931883,23.738536
37.931883,23.744536
37.931883,23.750536
37.931883,23.756536
37.931883,23.762536
37.931883,23.768536
37.931883,23.774536
37.931883,23.780536
37.931883,23.786536
