place_id,place_name,place_rating,place_address,place_types,location.lat,location.lng,place_user_ratings_total,user_name,user_rating,review_text,creation_time
ChIJqUDX2CCloRQR64dIxkId-dM,Phoenix Garden Apartments,5.0,"Γεωργίου Παπανδρέου, 1η, Χαϊδάρι","['lodging', 'point_of_interest', 'establishment']",38.0122447,23.6532535,73,Giorgos Asl,5,Great place in great location with very nice hosts!,1721591436
ChIJqUDX2CCloRQR64dIxkId-dM,Phoenix Garden Apartments,5.0,"Γεωργίου Παπανδρέου, 1η, Χαϊδάρι","['lodging', 'point_of_interest', 'establishment']",38.0122447,23.6532535,73,Παναγιώτης Ζήσης,5,"I did not expect to find such a beautiful apartment in Haidari! Renovated, modern, with nice aesthetics, with all the comforts and the most basic of all, with very helpful and kind hosts! Chrysanthi, thank you very much and we promise to come back soon!",1728819779
ChIJqUDX2CCloRQR64dIxkId-dM,Phoenix Garden Apartments,5.0,"Γεωργίου Παπανδρέου, 1η, Χαϊδάρι","['lodging', 'point_of_interest', 'establishment']",38.0122447,23.6532535,73,Stephen Metaxakis,5,"He is happy for everyone.
After immediate and perfect communication with the host of the accommodation, due to my emergency business appointment at the place, I was given all the information I needed and the undivided assistance for my access to it.

The apartment complex is very beautiful, in a fairly quiet street. Very good protection of the complex at its entrance.
As for the apartment I booked, it is a very beautiful, clean accommodation with everything necessary for a stay!
Terrific reception with smiling hosts willing for any help and information. One of the best apartments I've stayed in. Unreservedly recommended!

Thomas, Thank you again for everything.",1714740834
ChIJqUDX2CCloRQR64dIxkId-dM,Phoenix Garden Apartments,5.0,"Γεωργίου Παπανδρέου, 1η, Χαϊδάρι","['lodging', 'point_of_interest', 'establishment']",38.0122447,23.6532535,73,ΧΡΗΣΤΟΣ ΛΙΑΚΗΣ,5,"Excellent accommodation, the host is very friendly, beautiful area is worth even more.....",1729275292
ChIJh2Bb0Fa7oRQRsTtvIjovpRQ,Egli,3.8,"Str.Karaiskaki 1 & Iera Odos, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0010765,23.6626219,307,Alexander Irwin,4,"Clean, basic room but everything I needed, with a great location for walking my course. Lots of places to eat near by and great connection to the airport via metro",1694073630
ChIJh2Bb0Fa7oRQRsTtvIjovpRQ,Egli,3.8,"Str.Karaiskaki 1 & Iera Odos, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0010765,23.6626219,307,Kevan Booles,4,"Clean and tidy
Close to required amenities",1721275378
ChIJh2Bb0Fa7oRQRsTtvIjovpRQ,Egli,3.8,"Str.Karaiskaki 1 & Iera Odos, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0010765,23.6626219,307,Michael,3,It's a very nice budget friendly hotel that is within walking distance of a metro station. It also has guest parking although somewhat limited.,1691100866
ChIJh2Bb0Fa7oRQRsTtvIjovpRQ,Egli,3.8,"Str.Karaiskaki 1 & Iera Odos, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0010765,23.6626219,307,Panagiotis Metaxas,5,"Thank you so much for your great services

I definitely recommend it either if it’s for short or long - term staying.

Located in the beginning of Attiki in the beautiful municipality of Haidari.

Easy access to Public transport, Buses, Metro, and a wonderful location near the town centre where you can find restaurants, bars, shops, e.t.c

Safe Parking with roof available if you have a car.

The owner and the staff are very kind, willing to help the visitors with their accommodation, and other little things that someone who is visiting for the first time that are non-hotel related.

5 stars from me",1655461193
ChIJh2Bb0Fa7oRQRsTtvIjovpRQ,Egli,3.8,"Str.Karaiskaki 1 & Iera Odos, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0010765,23.6626219,307,Đura Mančić,5,"Friendly place, kind family business. Covered and secure parking. Close to main road, relatively quick access from highway. Good choice for car travellers
within it's budget.",1571809054
ChIJvY6kWrWjoRQRu4XBSmI_d48,Urbanlux Boutique Apartments,5.0,"Akropoleos 7, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.01119190000001,23.6963064,3,Foteini Papak,5,"Clean room with beautiful, modern decor that radiates warmth!!! The location is close to the metro, supermarkets and coffee shops! I would choose it again!!",1729681976
ChIJNRHEQUu7oRQRD-w7YnT3dZU,Ξενοδοχείο Tivoli,3.8,"Iera Odos 334, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0095276,23.6491287,84,Taxi Club Hellas,3,"Low budget hotel.  But Respect it!!
Good value for money!!",1692682920
ChIJNRHEQUu7oRQRD-w7YnT3dZU,Ξενοδοχείο Tivoli,3.8,"Iera Odos 334, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0095276,23.6491287,84,ΒΙΚΗ ΣΤΕΡΓΙΟΥ,5,Everything was fine thank you very much and the staff very good,1725253920
ChIJNRHEQUu7oRQRD-w7YnT3dZU,Ξενοδοχείο Tivoli,3.8,"Iera Odos 334, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0095276,23.6491287,84,Νick M,3,"It is a hotel from the 80s. However, honest staff. From the decoration of the room with mirrors all around, it was probably for a half-stay for couples",1717955894
ChIJNRHEQUu7oRQRD-w7YnT3dZU,Ξενοδοχείο Tivoli,3.8,"Iera Odos 334, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0095276,23.6491287,84,Thanasis Efstathiou,5,"Very honest hotel, especially if you consider the quality of accommodation in relation to its price. Clean and spacious rooms. It served us well as it was close to the hospital, which was why we chose to stay there.

The staff were pleasant and helpful.  Will definitely be the first choice when we are in the area again.",1707586795
ChIJNRHEQUu7oRQRD-w7YnT3dZU,Ξενοδοχείο Tivoli,3.8,"Iera Odos 334, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.0095276,23.6491287,84,Αθανάσιος Παπαπολυμέρου,1,"Zero cleanliness. The towels had hair from others, the comforter had a weird smell and the room smelled musty. For €37 it wasn't even worth €15. I booked the room for 4 days and left at 3, I couldn't take it anymore, I couldn't sleep. The only good thing was the scout was very helpful.",1708632864
ChIJZSxUU7WjoRQR0HenO4Uaizg,My Home in Greece,5.0,"Chersonisou 28A, Athina","['lodging', 'point_of_interest', 'establishment']",38.0221362,23.6996424,114,Christakis Pavlou,5,The house was very clean and big for a family. Have all necessary and nice view. The owners was very friendly and make us feel like was our house. Have a private-safe parking for a car. Thanks Paul and Anastasia for the hospitality.,1724571973
ChIJZSxUU7WjoRQR0HenO4Uaizg,My Home in Greece,5.0,"Chersonisou 28A, Athina","['lodging', 'point_of_interest', 'establishment']",38.0221362,23.6996424,114,James Stav,5,"My family and I stayed at this accommodation for a total of three weeks over 4 different times.The hosts Anastasia and Pavlo were amazing and went above and beyond for all their guests and made us feel at home and part of their family as the moment we met them. The rooms were clean and spotless and air conditioning was in every room. The room sizing was excellent for my family of 5 and the beds were very comfortable. We highly recommend any one or any family that's looking for accommodation in Athens to stay at this property as it is in an excellent location with transportation all around, as well as restraunts, bars and shops and most importantly they offer a free Carpark for your vehicle. We will deffinantly  be going back to this accommodation when we visit Greece again.",1707031892
ChIJZSxUU7WjoRQR0HenO4Uaizg,My Home in Greece,5.0,"Chersonisou 28A, Athina","['lodging', 'point_of_interest', 'establishment']",38.0221362,23.6996424,114,Zofen Azaria,5,"I had the most wonderful experience during my stay at My Home In Greece.

The name of this place, ""My Home In Greece,"" truly lives up to its reputation.

The apartment was nothing short of perfection, and it's evident that the hosts, Pavlos and Anastasia, have meticulously thought of and catered to every detail to ensure the utmost comfort and relaxation for their guests.

Pavlos and Anastasia were not just hosts; they were the epitome of warmth and hospitality. Their availability for any request at any time made our stay even more enjoyable. It's apparent that their dedication to hospitality and guest care is unrivaled, and it was a genuine pleasure to meet them and be their guests.

I can confidently say that whenever I find myself in Athens again, I will undoubtedly choose to stay at My Home In Greece. I hope that day comes soon, and I'm already looking forward to it.

A heartfelt thanks to Pavlos and Anastasia for making our stay so memorable and enjoyable. ❤️❤️❤️❤️❤️",1699265916
ChIJZSxUU7WjoRQR0HenO4Uaizg,My Home in Greece,5.0,"Chersonisou 28A, Athina","['lodging', 'point_of_interest', 'establishment']",38.0221362,23.6996424,114,עמית יעקב,5,"I stayed here for two weeks. Before I will tell you all about these wonderful people let me just say that the apartment is great, all the listed facilities are at place and in good shape. Now to the main issue - these people are amazing, absolutely angels. They are so kind, always wanting to help in every little thing. They were there for us in so many ways, they took us places by car so we would not take public transportation, they took me personally to a doctor and stayed with me so there would not be any language gaps issues, they gave us the feeling that we are family from the first moment and acted like one through  all our stay and even when we got back home. I really can't find the words to express and describe my gratitude and love. We were very lucky to meet Anastasia an Pablo, we earned friends for life. I hope one day I could help and
host them at least they did us.",1699263055
ChIJZSxUU7WjoRQR0HenO4Uaizg,My Home in Greece,5.0,"Chersonisou 28A, Athina","['lodging', 'point_of_interest', 'establishment']",38.0221362,23.6996424,114,olga,5,"This place is truly home in Athens! Pavlos and Anastasia are simply amazing people.
I'll start by saying that the apartment is new, modern, spacious, ventilated, beautiful design, very clean, very well equipped kitchen. The apartment has a washing machine so you can take less clothes from home. All rooms have air conditioning and an air purifier. The location is very quiet, grocery store and restaurants within walking distance and so is the metro.
Pavlos helped us a lot, explained and drove us to get to know the surroundings of the apartment as well as to the city center, he explained about the important places so that it was easy for us to find our way around, on the last day he took us to the car rental agency and showed us other places that we would not have found on our own.
I highly recommend coming to stay with Pavlos and Anastasia, their level of hospitality exceeds all imagination and expectations. We felt like we were on a summer vacation at our good friends house and we are already looking forward to returning to them on our next vacation in Athens!",1687934640
ChIJ28V4vEq7oRQRdoobBuc1GJQ,Markos Hotel,4.4,"Satovriandou 1, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.01067519999999,23.6454748,237,George Davelis,5,one of the ....best family hotels in athens,1484083737
ChIJ28V4vEq7oRQRdoobBuc1GJQ,Markos Hotel,4.4,"Satovriandou 1, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.01067519999999,23.6454748,237,Καλοκαιρινός Χρήστος,5,Clean. Discrete,1515075120
ChIJ28V4vEq7oRQRdoobBuc1GJQ,Markos Hotel,4.4,"Satovriandou 1, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.01067519999999,23.6454748,237,Konstantinos Sotiropoulos,4,xXx ask the room with the jacuzzi,1485946200
ChIJ28V4vEq7oRQRdoobBuc1GJQ,Markos Hotel,4.4,"Satovriandou 1, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.01067519999999,23.6454748,237,Akmal Shaheen,5,Amazing time with someone special,1535599497
ChIJ28V4vEq7oRQRdoobBuc1GJQ,Markos Hotel,4.4,"Satovriandou 1, Chaidari","['lodging', 'point_of_interest', 'establishment']",38.01067519999999,23.6454748,237,Dinos Spiliopoulos,5,For good times its a good place,1483555721
ChIJtfuWWQCjoRQR7m69pA3WzbI,Azure House,5.0,"Dimitriou Gounari 6, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0066266,23.6981074,10,Asimina Tahliampouri,5,"A very good location very close to the metro. There is a bus stop next to the house. Supermarket, bakery and butcher at 50 meters. Easy to find parking. The house is comfortable, spacious, beautifully decorated. Large TV with many channels, very good internet connection. It has an office for work. The hosts young guys cheerful, friendly with impeccable service.",1711627644
ChIJtfuWWQCjoRQR7m69pA3WzbI,Azure House,5.0,"Dimitriou Gounari 6, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0066266,23.6981074,10,Sofia Maztaxl,5,Very nicely decorated and comfortable house! People are very welcoming and smiling!,1711620924
ChIJtfuWWQCjoRQR7m69pA3WzbI,Azure House,5.0,"Dimitriou Gounari 6, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0066266,23.6981074,10,Εφραίμ Τάχλιας,5,I stayed for 5 days there and for the short time I stayed it was TOP!!!. The hosts are very good guys and hospitable. The best thing was that they cared about me and were willing to help me in whatever I was having trouble with. Just TOP!!!!,1711629433
ChIJtfuWWQCjoRQR7m69pA3WzbI,Azure House,5.0,"Dimitriou Gounari 6, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0066266,23.6981074,10,Μαρια Δημοπουλου,5,"Beautifully decorated house, warm and friendly environment, kind and welcoming people, convenient location!",1711623073
ChIJtfuWWQCjoRQR7m69pA3WzbI,Azure House,5.0,"Dimitriou Gounari 6, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0066266,23.6981074,10,Thanos Stavridis,5,"The place is excellent, the children are incredibly kind and the location is very convenient. We felt like at home.",1710533914
ChIJfwwkoR-9oRQRTbxoL0st__Q,Chris's best apartment in Athens,5.0,"Ellis 11, Egaleo","['lodging', 'point_of_interest', 'establishment']",37.9939982,23.6784192,58,marianna sofianidou,5,"I can say Litsa and her son Chris are both amazing hosts. After our four days  long road trip from Germany to Greece we finally  got here. We felt really welcomed by both of them.
The apartment is big and most of all it’s really clean !!!",1690433227
ChIJfwwkoR-9oRQRTbxoL0st__Q,Chris's best apartment in Athens,5.0,"Ellis 11, Egaleo","['lodging', 'point_of_interest', 'establishment']",37.9939982,23.6784192,58,ΧΡΗΣΤΟΣ ΚΑΡΑΓΕΩΡΓΙΟΥ,5,"Great place to stay, spotlessly clean, quiet and safe neighborhood!! 5 min walk from Aegaleo metro very helpful host highly recommend",1702115895
ChIJfwwkoR-9oRQRTbxoL0st__Q,Chris's best apartment in Athens,5.0,"Ellis 11, Egaleo","['lodging', 'point_of_interest', 'establishment']",37.9939982,23.6784192,58,Stavros Kokkovos,5,"Such a wonderful and clean place
Chris is very good guy and provides the best hospitality
Totally suggested!",1690577713
ChIJfwwkoR-9oRQRTbxoL0st__Q,Chris's best apartment in Athens,5.0,"Ellis 11, Egaleo","['lodging', 'point_of_interest', 'establishment']",37.9939982,23.6784192,58,Ηδηβδ Ηδηδ,5,Ola telia Chris thank you very match,1712562644
ChIJfwwkoR-9oRQRTbxoL0st__Q,Chris's best apartment in Athens,5.0,"Ellis 11, Egaleo","['lodging', 'point_of_interest', 'establishment']",37.9939982,23.6784192,58,sandra good,5,"Very nice and very clean, frendly, etc, etc😍❤",1702116350
ChIJJ-V16EOjoRQRAfrNpABxVQA,Live On Top,5.0,"Xenofanous 4, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0039451,23.6979717,17,Korina Papachrysanthou,5,An amazing experience!!!! Can’t wait for the next one!,1727872774
ChIJJ-V16EOjoRQRAfrNpABxVQA,Live On Top,5.0,"Xenofanous 4, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0039451,23.6979717,17,Gavriil Touloupis,5,"Simply the best! They do what they love with a smile and passion. Careful in every detail and with the most positive vibe! They make the best memories!
We look forward to the next outing!",1730232161
ChIJJ-V16EOjoRQRAfrNpABxVQA,Live On Top,5.0,"Xenofanous 4, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0039451,23.6979717,17,Vassilis Primikiris,5,"The liveontop guys are fantastic! As for their equipment and organization, perfect! The experience will remain engraved on us! Our first time with a roof tent. You don't expect such convenience. In 5 minutes you are ready to lie down! We look forward to our next excursion.",1726471220
ChIJJ-V16EOjoRQRAfrNpABxVQA,Live On Top,5.0,"Xenofanous 4, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0039451,23.6979717,17,ΑΛΚΗΣΤΗ ΕΛΕΝΗ ΜΑΚΡΙΔΟΥ,5,"I have accompanied the children on two trips so far and the experience was truly unique! If you don't experience it, you can't understand how beautiful it is. Nice vibes, beautiful scenery, lots of delicious food and good sleep.
As for Kostas & Tasos, I have only the best to say. I highly recommend them and will definitely use them again!",1716220729
ChIJJ-V16EOjoRQRAfrNpABxVQA,Live On Top,5.0,"Xenofanous 4, Peristeri","['lodging', 'point_of_interest', 'establishment']",38.0039451,23.6979717,17,Panagiotis D,5,The experience at Live on Top was one of the most intense and special experiences of my life!  The excursion to Pauliani offered us a magical two days and it certainly won't be the last. I highly recommend it to anyone looking for something different!,1716133749
ChIJad5AcQCjoRQRnCKh1N5NtCs,CozyPolis,4.5,"Ethnikis Antistaseos 97, Petroupoli","['lodging', 'point_of_interest', 'establishment']",38.0393556,23.6863835,2,Bill Kost,5,The best rental in St. Petersburg.,1725987713
ChIJb15Bo1u7oRQRgiCzX3Je7ak,Theological Boarding School of Apostolic Ministry,4.9,"Papaflessa 15, Agia Varvara","['lodging', 'point_of_interest', 'establishment']",37.9947586,23.6597633,35,Rafael C Lima,5,Amzing,1523346426
ChIJb15Bo1u7oRQRgiCzX3Je7ak,Theological Boarding School of Apostolic Ministry,4.9,"Papaflessa 15, Agia Varvara","['lodging', 'point_of_interest', 'establishment']",37.9947586,23.6597633,35,KOSTAS LAZARIDIS,5,Nice facilities. It helps children with financial difficulties to have a better level and to be able to study.,1578295344
ChIJb15Bo1u7oRQRgiCzX3Je7ak,Theological Boarding School of Apostolic Ministry,4.9,"Papaflessa 15, Agia Varvara","['lodging', 'point_of_interest', 'establishment']",37.9947586,23.6597633,35,Spiros Spiropoulos,5,God and St. Varvara to put her hand ✋,1660364787
ChIJb15Bo1u7oRQRgiCzX3Je7ak,Theological Boarding School of Apostolic Ministry,4.9,"Papaflessa 15, Agia Varvara","['lodging', 'point_of_interest', 'establishment']",37.9947586,23.6597633,35,C. P.,4,"Very good
They also had to take care of security.",1512287588
ChIJb15Bo1u7oRQRgiCzX3Je7ak,Theological Boarding School of Apostolic Ministry,4.9,"Papaflessa 15, Agia Varvara","['lodging', 'point_of_interest', 'establishment']",37.9947586,23.6597633,35,Konstantinos Lazaridis,5,Social work.,1636632704
ChIJq-6-yx-9oRQRhQo28-qjhAI,Egaleo Relax Apartment,4.8,"Periandrou 14, Egaleo","['lodging', 'point_of_interest', 'establishment']",37.9963026,23.6901814,4,Στεφανια Καραπαπα,5,"Very comfortable apartment... very clean... well done!!! it has everything inside a house where someone lives permanently... it deserves a full quiet area, I wish it was available for one more night... very economical.",1725724505
